url_length,count_dots,count_hyphens,count_at,count_question,is_https,keyword_count
23,2,0,0,0,1,0
33,2,1,0,0,1,0
36,2,0,0,0,1,0
32,2,1,0,0,1,0
41,2,2,0,0,1,0
43,2,2,0,0,1,0
35,2,1,0,0,1,0
80,1,0,0,0,1,0
41,2,2,0,0,1,0
31,2,1,0,0,0,0
30,2,0,0,0,1,0
36,2,1,0,0,1,0
39,2,2,0,0,1,0
45,2,3,0,0,1,0
40,2,1,0,0,1,0
34,2,0,0,0,1,0
38,2,1,0,0,1,0
35,3,0,0,0,1,0
40,2,2,0,0,1,0
39,2,1,0,0,1,0
40,2,2,0,0,1,0
43,2,2,0,0,1,0
37,2,1,0,0,1,0
43,3,2,0,0,1,0
43,1,0,0,0,1,0
36,1,2,0,0,1,0
29,1,0,0,0,1,0
30,1,0,0,0,1,0
29,1,0,0,0,1,0
48,2,2,0,0,1,0
39,1,2,0,0,1,0
53,1,2,0,0,1,0
88,2,8,0,0,1,0
22,1,0,0,0,1,0
26,2,0,0,0,1,0
200,2,0,0,0,1,0
25,2,0,0,0,1,0
29,1,1,0,0,1,0
37,2,1,0,0,1,0
38,2,1,0,0,1,1
36,1,1,0,0,1,0
45,2,1,0,0,1,0
58,2,1,0,0,1,0
25,1,0,0,0,1,0
24,1,0,0,0,1,0
33,1,2,0,0,1,0
42,2,2,0,0,1,0
41,2,3,0,0,0,0
43,2,3,0,0,1,0
24,1,0,0,0,1,0
29,1,1,0,0,1,0
38,2,1,0,0,1,0
22,1,0,0,0,1,0
22,1,0,0,0,0,0
32,1,0,0,0,0,1
85,1,0,0,0,1,0
33,2,0,0,0,1,1
36,2,3,0,0,0,0
38,2,3,0,0,1,0
32,1,0,0,0,1,0
23,1,0,0,0,1,0
30,1,0,0,0,1,0
23,1,0,0,0,1,0
36,1,0,0,0,1,0
23,1,0,0,0,1,0
32,1,0,0,0,1,0
25,1,0,0,0,1,0
24,1,0,0,0,1,0
23,1,0,0,0,1,0
22,1,0,0,0,1,0
34,2,1,0,0,1,0
36,2,3,0,0,1,0
44,2,3,0,0,1,0
46,2,2,0,0,1,0
29,1,0,0,0,1,0
28,1,0,0,0,1,0
29,2,0,0,0,1,0
44,2,2,0,0,1,0
27,2,0,0,0,1,0
44,3,1,0,0,1,0
67,4,1,0,1,1,0
39,2,3,0,0,1,0
27,1,1,0,0,1,0
35,2,2,0,0,1,0
35,2,0,0,0,1,0
27,1,0,0,0,1,0
37,1,0,0,0,1,0
25,1,0,0,0,1,0
23,1,0,0,0,1,0
24,1,0,0,0,1,0
47,2,2,0,0,1,0
38,2,0,0,0,1,0
79,3,6,0,0,1,0
37,2,2,0,0,1,0
39,2,2,0,0,1,0
41,2,2,0,0,1,0
41,2,2,0,0,1,0
40,2,2,0,0,1,0
40,2,2,0,0,1,0
71,2,1,0,1,1,0
29,1,0,0,0,1,0
73,2,1,0,1,1,0
80,3,5,0,0,1,0
44,2,2,0,0,1,0
42,2,1,0,0,1,0
41,2,0,0,0,1,0
81,3,6,0,0,1,0
79,3,6,0,0,1,0
80,3,6,0,0,1,0
72,2,1,0,1,1,0
238,2,1,0,1,1,0
234,2,1,0,1,1,0
29,2,0,0,0,1,0
28,2,0,0,0,0,0
57,2,1,0,0,1,0
71,2,1,0,1,1,0
72,2,1,0,1,1,0
30,2,0,0,0,1,0
45,2,0,0,0,1,0
237,2,1,0,1,1,0
43,1,0,0,0,1,0
64,2,1,0,0,1,0
24,2,0,0,0,1,0
58,2,1,0,0,1,0
72,2,1,0,1,1,0
43,2,1,0,0,0,0
48,2,0,0,0,1,0
35,1,1,0,0,1,0
45,2,0,0,1,1,0
36,2,0,0,0,1,0
30,1,0,0,0,1,0
33,2,0,0,0,1,0
76,2,1,0,1,1,0
40,2,1,0,0,1,0
37,2,1,0,0,1,0
43,2,1,0,0,1,0
35,2,2,0,0,1,0
38,2,2,0,0,1,0
36,2,1,0,0,1,0
35,2,1,0,0,1,0
41,2,2,0,0,1,0
35,2,1,0,0,1,0
39,2,1,0,0,1,0
36,2,2,0,0,1,0
37,2,1,0,0,1,0
44,2,3,0,0,1,0
44,2,2,0,0,1,0
37,2,1,0,0,1,0
36,2,1,0,0,1,0
43,3,0,0,0,1,0
41,2,2,0,0,1,0
42,2,2,0,0,1,0
39,2,2,0,0,1,0
42,2,2,0,0,1,0
44,2,2,0,0,1,0
45,2,3,0,0,1,0
43,2,3,0,0,1,0
47,2,2,0,0,1,0
40,2,2,0,0,1,0
35,2,1,0,0,1,0
37,2,2,0,0,1,0
38,2,1,0,0,1,0
34,2,1,0,0,1,0
41,2,2,0,0,1,0
42,2,1,0,0,1,0
40,2,2,0,0,1,0
42,3,0,0,0,1,0
42,2,2,0,0,1,0
43,2,2,0,0,1,0
39,2,2,0,0,1,0
34,2,1,0,0,1,0
45,2,2,0,0,1,0
45,2,2,0,0,1,0
44,2,3,0,0,1,0
44,2,2,0,0,1,0
44,2,3,0,0,1,0
42,2,1,0,0,1,0
44,2,2,0,0,1,0
40,2,1,0,0,1,0
31,1,0,0,0,1,0
234,2,0,0,1,1,0
29,1,1,0,0,1,0
232,2,0,0,1,1,0
45,2,2,0,0,0,0
53,2,2,0,0,0,0
30,1,1,0,0,1,0
36,1,1,0,0,1,0
26,1,1,0,0,1,0
32,1,1,0,0,1,0
35,2,1,0,0,1,0
41,1,0,0,0,1,0
48,1,0,0,0,1,0
44,1,0,0,0,1,0
51,1,0,0,0,1,0
35,2,1,0,0,1,0
40,2,1,0,0,1,0
27,1,1,0,0,1,0
32,1,1,0,0,1,1
33,1,1,0,0,1,0
223,2,0,0,1,1,0
40,3,0,0,0,0,0
80,3,0,0,0,1,0
38,2,0,0,0,1,0
43,2,0,0,0,1,0
30,2,0,0,0,1,0
31,1,0,0,0,1,0
26,2,0,0,0,1,0
19,1,1,0,0,1,0
21,1,1,0,0,1,0
36,2,1,0,0,1,0
31,1,1,0,0,1,0
40,2,1,0,0,1,0
23,1,1,0,0,1,0
26,2,1,0,0,0,0
28,2,1,0,0,0,0
31,2,1,0,0,0,0
48,3,0,0,0,1,0
32,1,0,0,0,1,0
44,2,2,0,0,1,0
20,1,0,0,0,1,0
24,2,0,0,0,1,0
20,1,0,0,0,1,0
24,2,0,0,0,1,0
45,2,2,0,0,1,0
103,2,0,0,1,1,0
40,2,2,0,0,1,0
20,1,0,0,0,1,0
24,2,0,0,0,1,0
20,1,0,0,0,1,0
24,2,0,0,0,1,0
24,2,0,0,0,1,0
36,1,2,0,0,1,0
45,2,2,0,0,1,0
35,1,0,0,0,1,0
29,1,0,0,0,1,0
39,1,0,0,0,1,0
39,1,0,0,0,1,0
28,1,0,0,0,1,0
38,1,0,0,0,1,0
40,1,0,0,0,1,0
35,1,0,0,0,1,0
36,1,0,0,0,1,0
33,1,0,0,0,1,0
31,1,0,0,0,1,0
39,1,0,0,0,1,0
30,1,0,0,0,1,0
34,1,0,0,0,1,0
32,1,0,0,0,1,0
30,1,0,0,0,1,0
29,1,0,0,0,1,0
34,1,0,0,0,1,0
31,1,0,0,0,1,0
31,1,0,0,0,1,0
31,1,0,0,0,1,0
31,1,0,0,0,1,0
25,1,0,0,0,1,0
23,1,0,0,0,1,0
24,1,0,0,0,1,0
25,1,0,0,0,1,0
23,1,0,0,0,1,0
23,1,0,0,0,1,0
23,1,0,0,0,1,0
31,1,0,0,0,1,0
26,1,0,0,0,1,0
27,1,0,0,0,1,0
23,1,0,0,0,1,0
22,1,0,0,0,1,0
22,1,0,0,0,1,0
34,2,0,0,0,1,1
25,1,0,0,0,1,0
28,1,0,0,0,1,0
54,2,2,0,0,0,0
39,1,0,0,0,1,0
25,1,0,0,0,1,0
35,1,0,0,0,1,0
32,1,0,0,0,1,0
29,1,0,0,0,1,0
46,2,2,0,0,0,0
46,3,3,0,0,1,1
26,2,0,0,0,1,0
26,2,0,0,0,1,0
56,5,0,0,0,1,1
27,2,0,0,0,1,0
32,3,0,0,0,1,0
39,3,0,0,1,1,0
55,4,0,1,1,1,0
60,6,0,0,0,1,1
60,6,0,0,0,1,1
50,5,0,0,0,1,0
58,6,0,0,0,1,0
46,2,0,0,0,0,0
81,2,1,0,1,0,0
50,2,1,0,0,1,0
25,2,0,0,0,0,0
65,1,0,0,1,1,0
142,2,8,0,0,0,0
64,2,0,0,1,0,0
65,2,0,0,1,1,0
37,1,1,0,0,1,0
31,1,1,0,0,1,0
40,2,1,0,0,1,0
29,1,1,0,0,0,0
27,1,1,0,0,1,0
134,2,11,0,0,0,0
26,2,0,0,0,0,0
28,2,0,0,0,1,0
43,2,0,0,0,1,0
23,2,0,0,0,1,0
36,2,0,0,0,1,0
88,3,0,0,1,1,0
44,2,0,0,0,1,0
32,2,0,0,0,1,0
40,2,1,0,0,1,0
35,1,0,0,1,1,0
48,2,4,0,0,1,0
33,1,1,0,0,1,0
42,2,1,0,0,1,0
34,1,1,0,0,1,0
45,2,1,0,0,1,0
50,2,2,0,0,1,0
30,1,1,0,0,1,0
62,2,2,0,0,1,1
64,2,2,0,0,1,1
25,1,0,0,0,1,0
63,4,4,0,0,1,2
75,2,0,0,1,1,0
38,2,1,0,0,1,0
37,2,1,0,0,1,0
39,2,0,0,0,1,0
32,2,1,0,0,0,0
33,2,1,0,0,1,0
29,1,1,0,0,1,0
38,2,1,0,0,1,0
20,1,0,0,0,1,0
48,2,4,0,0,1,0
21,1,1,0,0,1,0
35,2,3,0,0,1,0
39,2,2,0,0,1,0
46,2,2,0,0,1,0
39,2,1,0,0,1,0
38,2,1,0,0,1,0
38,2,1,0,0,1,0
36,2,2,0,0,1,0
40,2,2,0,0,1,0
28,2,0,0,0,0,0
48,2,0,0,0,1,0
56,2,1,0,0,1,1
41,3,1,0,0,1,0
30,2,1,0,0,1,0
36,3,1,0,0,1,0
33,2,1,0,0,1,0
39,3,1,0,0,1,0
30,2,1,0,0,1,0
36,3,1,0,0,1,0
30,2,1,0,0,1,0
36,3,1,0,0,1,0
30,2,1,0,0,1,0
36,3,1,0,0,1,0
29,1,1,0,0,1,0
38,2,1,0,0,1,0
27,1,2,0,0,1,0
30,1,0,0,0,1,0
31,1,0,0,0,1,0
35,1,0,0,0,1,0
35,1,0,0,0,1,0
29,1,1,0,0,1,0
35,1,1,0,0,1,0
31,1,0,0,0,1,0
48,2,0,0,0,1,0
43,5,0,0,0,1,0
53,3,0,0,0,1,0
28,1,1,0,0,1,0
34,1,1,0,0,1,0
67,5,2,0,0,1,0
27,1,1,0,0,1,0
33,1,1,0,0,1,0
39,2,0,0,0,0,0
27,1,0,0,0,1,0
46,2,0,0,0,1,0
30,2,1,0,0,1,0
41,2,1,0,0,1,0
43,2,2,0,0,1,0
39,2,1,0,0,1,0
41,2,2,0,0,1,0
37,2,2,0,0,1,0
42,2,2,0,0,1,0
45,2,2,0,0,1,0
42,2,2,0,0,1,0
44,3,0,0,0,1,0
47,2,2,0,0,1,0
37,2,2,0,0,1,0
38,2,2,0,0,1,0
36,2,2,0,0,1,0
43,2,2,0,0,1,0
37,2,2,0,0,1,0
40,2,2,0,0,1,0
36,2,2,0,0,1,0
33,2,1,0,0,1,0
44,2,2,0,0,1,0
39,2,2,0,0,1,0
47,2,2,0,0,1,1
43,2,2,0,0,1,0
42,2,1,0,0,1,0
40,2,2,0,0,1,0
47,2,2,0,0,1,0
39,2,1,0,0,1,0
40,2,1,0,0,1,0
64,2,1,0,0,1,0
51,2,2,0,0,0,0
48,2,4,0,0,1,0
25,1,0,0,0,1,0
31,2,1,0,0,1,0
37,3,1,0,0,1,0
32,2,1,0,0,1,0
38,3,1,0,0,1,0
26,2,1,0,0,1,0
32,3,1,0,0,1,0
28,2,1,0,0,1,0
34,3,1,0,0,1,0
28,2,1,0,0,1,0
34,3,1,0,0,1,0
26,1,0,0,0,1,0
