url_length,digit_ratio,entropy,count_dots,count_hyphens,count_at,is_https,suspicious_tld,keyword_count
84,0.11904761904761904,5.1435810776647,2,1,0,1,0,0
84,0.11904761904761904,5.253641940734181,2,1,0,1,0,0
46,0.021739130434782608,4.365209510075616,3,1,0,1,0,0
46,0.0,4.365209510075616,3,1,0,1,0,0
46,0.043478260869565216,4.33814184707917,3,1,0,1,0,0
46,0.021739130434782608,4.365209510075616,3,1,0,1,0,0
26,0.0,4.209867121904037,1,1,0,1,0,0
26,0.07692307692307693,4.1329440449809605,1,1,0,1,0,0
26,0.038461538461538464,4.209867121904037,1,1,0,1,0,0
26,0.038461538461538464,4.209867121904037,1,1,0,1,0,0
65,0.0,4.398538966541768,3,0,0,1,0,1
22,0.0,3.9705730958116847,1,0,0,1,0,0
22,0.0,4.061482186720776,1,0,0,1,0,0
21,0.0,3.9394709940012875,1,1,0,1,0,0
22,0.0,3.9705730958116847,1,0,0,1,0,0
22,0.045454545454545456,4.061482186720776,1,0,0,1,0,0
21,0.047619047619047616,3.9394709940012875,1,1,0,1,0,0
22,0.0,3.9705730958116847,1,0,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
22,0.0,3.970573095811685,1,0,0,1,0,0
23,0.0,3.9361804341297546,2,0,0,1,0,0
22,0.0,3.9705730958116847,1,0,0,1,0,0
21,0.0,3.8442328987631926,1,1,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
22,0.0,3.9705730958116847,1,0,0,1,0,0
22,0.0,4.061482186720776,1,0,0,1,0,0
22,0.0,3.9705730958116847,1,0,0,1,0,0
22,0.0,4.061482186720776,1,0,0,1,0,0
21,0.0,3.9394709940012875,1,1,0,1,0,0
23,0.0,3.9690016298759927,2,0,0,1,0,0
33,0.0,4.225619876671973,2,1,0,1,0,0
36,0.1388888888888889,4.384795487373136,2,0,0,1,0,0
32,0.1875,4.265319531114782,2,1,0,1,0,0
41,0.14634146341463414,4.274469761774993,2,2,0,1,0,0
43,0.09302325581395349,4.359420499331698,2,2,0,1,0,0
35,0.17142857142857143,4.378864088188098,2,1,0,1,0,0
80,0.1125,4.851318838740555,1,0,0,1,0,0
41,0.14634146341463414,4.503416638553356,2,2,0,1,0,0
31,0.1935483870967742,4.284683810317087,2,1,0,0,0,0
30,0.0,3.8565647621309536,2,0,0,1,0,0
36,0.0,3.8082708345352603,2,1,0,1,0,0
39,0.0,3.9552918860179602,2,2,0,1,0,0
45,0.0,3.9223155300387704,2,3,0,1,0,0
40,0.0,4.025070520364183,2,1,0,1,0,0
34,0.0,3.881005488054638,2,0,0,1,0,0
38,0.0,3.977804815904364,2,1,0,1,0,0
35,0.14285714285714285,4.321721231045241,3,0,0,1,0,0
40,0.0,3.784829508503262,2,2,0,1,0,0
39,0.0,3.9452826674137755,2,1,0,1,0,0
40,0.0,4.125070520364181,2,2,0,1,0,0
43,0.0,4.088828126694495,2,2,0,1,0,0
